name,address,latitude,longitude,RestaurantsPriceRange2,stars,business_type,kitchen_type,veggy,GoodForKids,RestaurantsDelivery,WiFi,Alcohol,OutdoorSeating,garage,lot,valet,breakfast,brunch,lunch,dinner,dessert,latenight,romantic,intimate,upscale,casual,trendy,classy,RestaurantsReservations,review_count,parking,Sunday_open,Sunday_close,Monday_open,Monday_close,Tuesday_open,Tuesday_close,Wednesday_open,Wednesday_close,Thursday_open,Thursday_close,Friday_open,Friday_close,Saturday_open,Saturday_close
Cuisine Express At Valero,6177 Pearl Rd,41.3929824,-81.7581325,,4,other,other,other,,,,,,,,,,,,,,,FALSE,,,,,,,5,FALSE,,,,,,,,,,,,,,
Flame Urban Chicken Grill,10330 Saint Clair Ave,41.537388,-81.616709,1,4,Fast Food,other,other,TRUE,TRUE,free,none,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,TRUE,12:00:00,16:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,22:00:00,11:00:00,22:00:00
Alley Cat Oyster Bar,1056 Old River Rd,41.49954511,-81.70696252,3,3.5,other,other,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,363,TRUE,10:30:00,17:00:00,11:30:00,21:00:00,11:30:00,21:00:00,11:30:00,21:00:00,11:30:00,21:00:00,11:30:00,23:00:00,11:30:00,23:00:00
Denny's,6850 Brookpark Rd,41.41908105,-81.73227839,1,1.5,Diners,other,other,TRUE,TRUE,free,none,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,TRUE,,,FALSE,48,TRUE,,,,,,,,,,,,,,
800 Degrees Woodfired Kitchen,5300 Riverside Dr,41.4109535,-81.8336218,,4,other,other,other,,,,,,,,,,,,,,,FALSE,,,,,,,4,FALSE,,,,,,,,,,,,,,
International Food & Deli,5850 State Rd,41.403704,-81.710848,,4.5,Delis,other,other,,,,,,,,,,,,,,,FALSE,,,,,,,3,FALSE,9:00:00,18:00:00,9:00:00,21:00:00,9:00:00,21:00:00,9:00:00,21:00:00,9:00:00,21:00:00,9:00:00,21:00:00,9:00:00,21:00:00
Yeleseyevsky Deli,5870 Mayfield Rd,41.519598,-81.4672055,2,4.5,Delis,other,other,TRUE,FALSE,no,beer_and_wine,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,FALSE,10:00:00,17:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00
Steak ’n Shake,3294 Steelyard Dr,41.46437324,-81.68834254,1,1.5,Fast Food,other,other,TRUE,FALSE,free,none,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,TRUE,,,,,,,,,,,,,,
Characters Sports Bar and Grill,6007 Brookpark Rd,41.4184452,-81.7269265,1,4,Bars,other,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,TRUE,11:30:00,2:30:00,11:30:00,2:30:00,11:30:00,2:30:00,11:30:00,2:30:00,11:30:00,2:30:00,11:30:00,2:30:00,11:30:00,2:30:00
Happy Dog,5801 Detroit Ave,41.4848615,-81.7264989,1,4,Bars,other,other,TRUE,FALSE,free,full_bar,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,652,TRUE,11:00:00,0:30:00,16:00:00,0:30:00,16:00:00,0:30:00,16:00:00,0:30:00,11:00:00,0:30:00,11:00:00,2:30:00,11:00:00,2:30:00
Batuqui,12706 Larchmere Blvd,41.48745253,-81.59418831,3,4.5,Bars,Latin American,other,FALSE,TRUE,no,full_bar,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,148,FALSE,15:00:00,21:00:00,,,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,22:30:00,17:00:00,22:30:00
Superior Restaurant,3000 Superior Ave E,41.5102843,-81.6703442,2,4.5,Delis,other,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,51,TRUE,,,5:30:00,15:00:00,5:30:00,15:00:00,5:30:00,15:00:00,5:30:00,15:00:00,5:30:00,15:00:00,5:30:00,14:00:00
Nüjoy,11311 Euclid Ave,41.5087236,-81.6059985,,3,Bars,Chinese,other,,TRUE,free,full_bar,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,45,TRUE,12:00:00,21:00:00,11:00:00,22:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00
Papa Joe's Subs & Pasta,564 E 200th St,41.590635,-81.5404168,1,4,other,Italian,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,TRUE,,,,,,,,,,,,,,
Big Al's Diner,12600 Larchmere Blvd,41.48763293,-81.59549133,1,3,Diners,other,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,130,TRUE,7:00:00,14:30:00,6:30:00,14:30:00,6:30:00,14:30:00,6:30:00,14:30:00,6:30:00,14:30:00,6:30:00,14:30:00,6:30:00,14:30:00
Best Gyros,2245 Lee Rd,41.4984255,-81.5650903,1,4,Fast Food,Mediterranean,other,TRUE,TRUE,free,beer_and_wine,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,75,FALSE,10:00:00,0:00:00,,,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,4:00:00,10:00:00,4:00:00
China Star,3283 W 117th,41.46294214,-81.76851511,2,2.5,other,Chinese,other,TRUE,TRUE,no,,FALSE,,,,,,,,,,FALSE,,,,,,FALSE,10,FALSE,,,,,,,,,,,,,,
5 Points Coffee & Tea,3600 W Park Rd,41.4552494,-81.809844,1,4.5,Bakeries,other,other,TRUE,FALSE,free,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36,FALSE,8:00:00,16:00:00,,,6:30:00,18:00:00,6:30:00,18:00:00,6:30:00,18:00:00,6:30:00,18:00:00,7:30:00,16:00:00
Empire Chinese Restaurant,4793 Turney Rd,41.4299916,-81.6152494,,2.5,other,Chinese,other,TRUE,TRUE,,,,,,,,,,,,,FALSE,,,,,,FALSE,3,FALSE,,,,,,,,,,,,,,
Merwin's Wharf,1785 Merwin Ave,41.48945713,-81.70261258,2,3.5,other,other,other,TRUE,FALSE,no,full_bar,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,223,TRUE,11:00:00,20:00:00,,,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,22:00:00,11:00:00,22:00:00
Little Caesars Pizza,13711 Lorain Ave,41.455198,-81.7866906,1,4,other,other,other,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,FALSE,,,,,,,,,,,,,,
Balance Pan-Asian Grille,515 Euclid Ave,41.50005,-81.68958,1,4.5,other,other,other,TRUE,TRUE,,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57,FALSE,,,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00
Ninja City Kitchen and Bar,6706 Detroit Ave,41.48395576,-81.73161973,2,4,Bars,Japanese,other,TRUE,TRUE,free,full_bar,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,84,FALSE,11:00:00,23:59:00,,,11:00:00,23:59:00,11:00:00,23:59:00,11:00:00,23:59:00,11:00:00,23:59:00,11:00:00,23:59:00
Presti's Bakery,12101 Mayfield Rd,41.5088421,-81.5983773,1,4,Cafes,other,other,TRUE,FALSE,free,none,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,386,FALSE,6:00:00,16:00:00,6:00:00,19:00:00,6:00:00,21:00:00,6:00:00,21:00:00,6:00:00,21:00:00,6:00:00,22:00:00,6:00:00,22:00:00
Bella Pizza,4830 Memphis Ave,41.4401301,-81.7199343,1,4,other,other,other,TRUE,TRUE,free,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,12:00:00,22:00:00,15:00:00,22:00:00,15:00:00,22:00:00,15:00:00,22:00:00,15:00:00,22:00:00,15:00:00,23:00:00,12:00:00,23:00:00
China Town II,2051 W 25th St,41.4835681,-81.7025072,1,3,other,Chinese,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,TRUE,12:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,0:00:00,11:00:00,0:00:00
China Mountain I,14959 Saint Clair Ave,41.5531628,-81.5769338,1,3,other,Chinese,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,13:00:00,22:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00
The Stone Oven Bakery and Cafe,"1301 E 9th St, Ste 1200",41.5049336,-81.6895088,2,3.5,Bakeries,other,other,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,,,,,,7,FALSE,,,,,,,,,,,,,,
Sharpys Subs,5720 Mayfield Rd,41.5197232,-81.4734692,1,2.5,Burgers,other,other,TRUE,FALSE,no,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00
Jake's,140 Public Sq,41.4990466,-81.6925961,1,3,Delis,other,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43,FALSE,,,,,,,,,,,,,,
Asia Food Company,1541 E 38th St,41.5121553,-81.663332,1,4,Grocery,Japanese,other,TRUE,FALSE,,none,FALSE,TRUE,TRUE,FALSE,,,,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,34,TRUE,9:00:00,20:00:00,9:00:00,20:00:00,9:00:00,20:00:00,9:00:00,20:00:00,9:00:00,20:00:00,9:00:00,20:00:00,9:00:00,20:00:00
McDonald's,11420 Buckeye Rd,41.48092,-81.60475119,1,1,Fast Food,other,other,,TRUE,free,,,,,,,,,,,,FALSE,,,,,,,9,FALSE,4:00:00,23:00:00,4:00:00,23:00:00,4:00:00,23:00:00,4:00:00,23:00:00,4:00:00,1:00:00,4:00:00,1:00:00,4:00:00,1:00:00
Subway Restaurants,11309 Euclid Avenue,41.5086416,-81.6060335,1,2,Fast Food,other,other,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,,,,,FALSE,5,FALSE,9:00:00,21:00:00,9:00:00,21:00:00,9:00:00,21:00:00,9:00:00,21:00:00,9:00:00,21:00:00,9:00:00,21:00:00,9:00:00,21:00:00
Doc and Lennies,8933 Cedar Ave,41.4998363,-81.6233091,1,4.5,Diners,other,other,TRUE,TRUE,free,none,FALSE,FALSE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28,TRUE,,,,,10:30:00,18:00:00,10:30:00,18:00:00,10:30:00,18:00:00,10:30:00,18:00:00,,
Ohio City BBQ,3829 Lorain Ave,41.4804755,-81.7125605,2,4,other,other,other,TRUE,TRUE,free,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,94,FALSE,12:00:00,18:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,20:00:00,11:00:00,20:00:00
Circle K,18930 Brookpark Rd,41.418941,-81.8325332,1,4,Fast Food,other,other,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,,,,,FALSE,5,FALSE,,,,,,,,,,,,,,
Johnny's Little Bar,614 Frankfort Ave,41.49861536,-81.69816565,2,4,Bars,other,other,FALSE,FALSE,no,full_bar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,190,FALSE,16:00:00,2:30:00,11:30:00,2:30:00,11:30:00,2:30:00,11:30:00,2:30:00,11:30:00,2:30:00,11:30:00,2:30:00,11:30:00,2:30:00
Rockne's,4754 Ridge Rd,41.4254285,-81.7356687,2,3,Burgers,other,other,TRUE,FALSE,free,full_bar,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,53,TRUE,,,,,,,,,,,,,,
State Rd Beverage & Liquor Agency,4810 State Rd,41.4234439,-81.7101643,1,4,Delis,other,other,,FALSE,,,,FALSE,TRUE,FALSE,,,,,,,FALSE,,,,,,FALSE,6,TRUE,10:00:00,18:00:00,9:00:00,22:00:00,9:00:00,22:00:00,9:00:00,22:00:00,9:00:00,22:00:00,9:00:00,22:00:00,9:00:00,22:00:00
Constantino's Cafe - The Edge,1750 Euclid Ave,41.5008494,-81.6790503,,2.5,Cafes,other,other,,,,,,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,FALSE,8:00:00,15:00:00,6:30:00,20:00:00,6:30:00,20:00:00,6:30:00,20:00:00,6:30:00,20:00:00,6:30:00,20:00:00,8:00:00,15:00:00
Chipotle Mexican Grill,3471 Steelyard Dr,41.46011,-81.690376,1,2.5,Fast Food,Mexican,other,TRUE,FALSE,no,beer_and_wine,TRUE,FALSE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,TRUE,10:45:00,22:00:00,10:45:00,22:00:00,10:45:00,22:00:00,10:45:00,22:00:00,10:45:00,22:00:00,10:45:00,22:00:00,10:45:00,22:00:00
Coda,2247 Professor Ave,41.4816154,-81.6863595,2,4,Bars,other,other,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,18:00:00,2:00:00,18:00:00,2:00:00,,,,,18:00:00,2:00:00,18:00:00,2:00:00,18:00:00,2:00:00
Annie & Earl's,4017 Saint Clair Ave,41.5167912,-81.6639436,1,4.5,other,other,other,TRUE,TRUE,,none,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,FALSE,,,7:00:00,14:30:00,7:00:00,14:30:00,7:00:00,14:30:00,7:00:00,14:30:00,7:00:00,14:30:00,7:00:00,14:30:00
Charley's Grilled Subs,"230 W Huron Rd, Ste 7247",41.4971659,-81.6940644,2,2.5,other,other,other,TRUE,FALSE,free,none,TRUE,TRUE,FALSE,FALSE,,,,,,,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,5,TRUE,,,,,,,,,,,,,,
Jack's Deli & Restaurant,14490 Cedar Rd,41.50116,-81.517993,2,4,Event Planning & Services,other,other,TRUE,TRUE,free,full_bar,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,170,TRUE,8:00:00,20:00:00,,,7:00:00,14:00:00,7:00:00,21:00:00,7:00:00,21:00:00,7:00:00,21:00:00,7:00:00,21:00:00
Taco Bell,4110 Lee Rd,41.43321794,-81.56253919,1,1,Fast Food,Mexican,other,,,,,,,,,,,,,,,FALSE,,,,,,,3,FALSE,,,,,,,,,,,,,,
Ridgewood Inn,5759 Ridge Rd,41.406203,-81.734272,2,3,Bars,other,other,FALSE,,,full_bar,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,,,,,,,,,,,,,,
Lucky's Cafe,777 Starkweather Ave,41.4773709,-81.6830501,2,4,other,other,other,TRUE,FALSE,free,none,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,892,TRUE,9:00:00,15:00:00,7:00:00,15:00:00,7:00:00,15:00:00,7:00:00,15:00:00,7:00:00,15:00:00,7:00:00,15:00:00,9:00:00,15:00:00
Happy's Pizza,15020 Puritas Ave,41.43457413,-81.80187225,2,2.5,other,other,other,TRUE,TRUE,free,none,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,TRUE,11:00:00,23:00:00,,,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,1:00:00,10:00:00,1:00:00
Beviamo Cafe,2275 Professor Ave,41.4812217,-81.6860068,2,4.5,Bars,Middle Eastern,veg,TRUE,TRUE,free,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,62,FALSE,9:00:00,15:00:00,,,7:00:00,15:00:00,7:00:00,15:00:00,7:00:00,15:00:00,7:00:00,15:00:00,8:00:00,17:00:00
Mister Brisket,2156 S Taylor Rd,41.5010854,-81.5563191,1,4.5,other,other,other,TRUE,TRUE,free,none,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77,TRUE,,,,,9:00:00,16:00:00,9:00:00,16:00:00,9:00:00,16:00:00,9:00:00,17:00:00,9:00:00,15:00:00
Number One Pho,3120 Superior Ave E,41.5108298,-81.6691226,2,3.5,other,Vietnamese,other,TRUE,FALSE,free,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,210,FALSE,11:00:00,20:30:00,11:00:00,20:30:00,11:00:00,20:30:00,11:00:00,20:30:00,11:00:00,20:30:00,11:00:00,21:30:00,11:00:00,21:30:00
Burger King,7500 Detroit Rd,41.48271555,-81.73685713,1,3,Fast Food,other,other,TRUE,FALSE,,,FALSE,,,,,,,,,,FALSE,,,,,,FALSE,5,FALSE,7:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00
Cafe Miami,4517 State Rd,41.4313125,-81.7070548,1,4.5,Cafes,other,other,TRUE,FALSE,free,none,FALSE,FALSE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63,TRUE,9:00:00,14:00:00,,,9:00:00,15:00:00,9:00:00,15:00:00,,,9:00:00,15:00:00,9:00:00,15:30:00
Harvard Wine & Grill,14201 Harvard Ave,41.449265,-81.5827479,3,2.5,Bars,other,other,FALSE,,free,full_bar,TRUE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,FALSE,,,,,,,,,,,,,,
Michael's Diner,13051 Shaker Blvd,41.4840238,-81.5916801,1,4,Diners,other,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,37,FALSE,6:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00,,,,
Paninis Bar & Grill,840 Huron Rd E,41.4986069,-81.685637,1,3.5,Bars,other,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,58,FALSE,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00
Hansa Brewery,2717 Lorain Ave,41.4832896,-81.7048632,2,4,Bars,other,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,127,FALSE,11:00:00,15:00:00,,,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,0:00:00,12:00:00,0:00:00
Pupuseria Katarina,1409 Brookpark Rd,41.4190574,-81.6891499,1,4.5,other,Latin American,other,TRUE,FALSE,no,full_bar,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,70,TRUE,12:00:00,18:00:00,,,12:00:00,20:00:00,12:00:00,20:00:00,12:00:00,20:00:00,12:00:00,21:00:00,12:00:00,21:00:00
Vincenza's Pizza & Pasta,603 Prospect Ave E,41.4986245,-81.6887747,1,4.5,other,Italian,other,TRUE,TRUE,free,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,108,FALSE,,,11:00:00,18:30:00,11:00:00,18:30:00,11:00:00,18:30:00,11:00:00,18:30:00,11:00:00,18:30:00,,
Der Braumeister,13046 Lorain Ave,41.4585238,-81.7801447,2,4,Burgers,other,other,TRUE,TRUE,free,full_bar,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,TRUE,107,TRUE,10:00:00,16:00:00,,,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,22:00:00,12:00:00,22:00:00
Dairy Queen,5342 Ridge Rd,41.4151294,-81.7348351,1,3,Fast Food,other,other,,,,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,,,,,,8,FALSE,12:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,10:30:00,22:00:00
Dina's Pizza & Pub,5701 Memphis Ave,41.4395145,-81.7263106,2,4,Bars,other,other,TRUE,TRUE,free,full_bar,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,160,TRUE,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00
Michael's Restaurant,3009 Clark Ave,41.4696355,-81.7021124,1,4.5,other,other,other,TRUE,FALSE,,none,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE,7:00:00,14:30:00,6:00:00,16:00:00,6:00:00,16:00:00,6:00:00,16:00:00,6:00:00,16:00:00,6:00:00,16:00:00,6:00:00,14:30:00
Subway Restaurants,"4760 Grayton Road, Unit #4",41.42655851,-81.84428973,1,2,Fast Food,other,other,TRUE,FALSE,,,FALSE,FALSE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,TRUE,9:00:00,21:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,9:00:00,22:00:00
Steve's Doghouse,3850 Pearl Rd,41.4501392,-81.7021262,1,4.5,Diners,other,other,TRUE,FALSE,free,none,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,27,TRUE,,,,,,,,,,,,,,
Domino's Pizza,1994 Warrensville Center Rd,41.50546316,-81.53687485,1,2,other,other,other,TRUE,TRUE,,,FALSE,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,10:30:00,1:00:00,10:30:00,1:00:00,10:30:00,1:00:00,10:30:00,1:00:00,10:30:00,1:00:00,10:30:00,2:00:00,10:30:00,2:00:00
Rincon Criollo Take 2,7403 Denison Ave,41.4624167,-81.7396196,,4,other,Latin American,other,TRUE,,,,,,,,,,,,,,FALSE,,,,,,,4,FALSE,10:00:00,16:00:00,,,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,20:00:00,10:00:00,20:00:00
Penn Station,10001 E Chester Ave,41.505921,-81.618806,1,3.5,other,other,other,TRUE,FALSE,free,none,TRUE,FALSE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,TRUE,12:00:00,20:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00
Kim Se Cambodian Cuisine,"1979 W 25th St, Ste A10",41.484668,-81.703108,1,4.5,other,Thai,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,,,7:00:00,16:00:00,,,7:00:00,16:00:00,,,7:00:00,18:00:00,7:00:00,18:00:00
