name,address,latitude,longitude,RestaurantsPriceRange2,stars,business_type,region,veggy,GoodForKids,RestaurantsDelivery,WiFi,Alcohol,OutdoorSeating,garage,lot,valet,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,breakfast,brunch,lunch,dinner,dessert,latenight,romantic,intimate,upscale,casual,trendy,classy,RestaurantsReservations,review_count
Fire,13220 Shaker Sq,41.483255,-81.589659,3,4.5,other,other,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,FALSE,TRUE,17:0-22:0,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,303
Bruegger's Bagels,"5300 Riverside Dr, Main Terminal Food Court, Main Terminal Concourse C Space 250",41.4105,-81.838806,1,3,other,other,other,TRUE,FALSE,free,,FALSE,FALSE,FALSE,FALSE,6:0-19:0,6:0-19:0,6:0-19:0,6:0-19:0,6:0-19:0,6:0-19:0,6:30-17:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52
Spring Garden Chinese,4737 W 130th St,41.4251187,-81.7797488,1,3.5,other,Chinese,other,TRUE,TRUE,no,none,FALSE,FALSE,TRUE,FALSE,12:0-23:0,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,11:0-23:30,11:0-23:30,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11
Burger King,1549 East 55 Street,41.516755,-81.6515315,1,3.5,Fast Food,other,other,TRUE,TRUE,,,FALSE,,,,7:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,,,,,,,,,,,,,FALSE,4
Dairy Queen,5501 Memphis Ave,41.4396393,-81.7239765,1,3.5,Fast Food,other,other,,,no,,,FALSE,FALSE,FALSE,11:0-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,,,,,,,,,,,,,,7
Turn Bar + Kitchen,1515 West Third Street,41.49732899,-81.69440586,3,3.5,Bars,other,other,FALSE,FALSE,paid,full_bar,FALSE,FALSE,TRUE,TRUE,7:0-0:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-0:0,7:0-0:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,36
Angie's Soul Cafe,16906 Harvard Ave,41.448723,-81.562488,1,3.5,other,other,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18
Pura Vida,170 Euclid Ave,41.4991458,-81.6921937,2,4,other,other,other,FALSE,TRUE,free,full_bar,TRUE,FALSE,FALSE,FALSE,,11:30-14:0,11:30-14:0,11:30-14:0,11:30-14:0,11:30-14:0,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,232
Romeo's Pizza,3768 Rocky River Dr,41.451175,-81.818134,,3,Event Planning & Services,other,other,,,,,,,,,11:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,,,,,,,,,,,,,FALSE,6
Marco's Pizza,6287 Pearl Rd,41.389054,-81.7622506,2,2.5,other,other,other,TRUE,TRUE,no,none,FALSE,FALSE,FALSE,FALSE,13:0-23:0,11:0-23:30,11:0-23:30,11:0-23:30,11:0-23:30,11:0-0:30,11:0-0:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7
ALEX Theater at The 9,2017 E 9th St,41.49982392,-81.68614261,,5,Arts & Entertainment,other,other,,,,,,,,,,,,17:30-22:0,,18:30-23:30,18:30-23:30,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,3
Cleveland Pickle,Progressive Field,41.49576083,-81.68511134,,4.5,Arts & Entertainment,other,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Brothers Lounge,11609 Detroit Ave,41.4831317,-81.7678484,2,4,Bars,other,other,FALSE,,,full_bar,TRUE,FALSE,TRUE,FALSE,12:0-2:30,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0,15:0-2:30,,,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,74
Bratenahl Kitchen,14002 Lakeshore Blvd,41.5689478,-81.5849097,2,4,other,Caribbean,other,FALSE,FALSE,no,none,TRUE,FALSE,TRUE,FALSE,13:0-19:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26
Subway Restaurants,2144 Broadview Rd,41.4382835,-81.6992118,1,1,Fast Food,other,other,FALSE,FALSE,,none,,,,,9:0-21:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,,,,,,,,,,,,,FALSE,4
West Park Station,17015 Lorain Rd,41.45009651,-81.81584187,2,3,Bars,Italian,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,TRUE,FALSE,11:0-2:30,11:0-2:30,11:0-2:30,11:0-2:30,11:0-2:30,11:0-2:30,11:0-2:30,FALSE,,,TRUE,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,75
Michael's Bar & Grille,25869 Chardon Rd,41.5753162,-81.4975945,1,4.5,Bars,other,other,TRUE,FALSE,,full_bar,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,5
Aladdins' Bakery & Market,1301 Carnegie Ave,41.4972419,-81.6803979,1,4,Bakeries,Mediterranean,other,TRUE,FALSE,no,none,TRUE,FALSE,FALSE,FALSE,9:0-13:30,7:30-18:0,7:30-18:0,7:30-18:0,7:30-18:0,7:30-18:0,7:30-18:0,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,63
Gypsy Beans and Baking Company,6425 Detroit Ave,41.4839117,-81.7299851,1,4,Bakeries,other,other,TRUE,FALSE,free,none,TRUE,FALSE,TRUE,FALSE,8:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-22:0,7:0-22:0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,153
Blue Point Grille,"700 W St Clair Ave, Ste 200",41.4997399,-81.6990684,3,4,other,other,other,FALSE,FALSE,no,full_bar,FALSE,FALSE,FALSE,TRUE,16:0-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-23:0,17:0-23:0,FALSE,FALSE,,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,366
Bin 216,1515 Euclid Ave,41.5012661,-81.6808269,2,4,Bars,other,other,FALSE,FALSE,no,full_bar,FALSE,TRUE,FALSE,TRUE,16:0-21:0,,16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,12:0-0:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,93
Kinneret Kosher Pizza Restaurant,1869 S Taylor Rd,41.5087081,-81.5555077,1,4,other,other,other,TRUE,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
Marie's Restaurant,4502 St Clair Ave,41.5178061,-81.6607333,2,4.5,other,other,other,TRUE,FALSE,,beer_and_wine,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,17
The Black Pig,2801 Bridge Ave,41.484785,-81.7066716,2,4,Bars,French,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,FALSE,TRUE,11:0-15:0,,16:0-23:0,16:0-23:0,16:0-23:0,16:0-0:30,17:0-0:30,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,180
Stuff Yourself the Kitchen,11804 Lorain Ave,41.4617558,-81.7699303,,4.5,Burgers,other,other,,TRUE,,,,FALSE,FALSE,FALSE,,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,7
Lola,2058 E 4th St,41.4987935,-81.6902577,3,4,Bars,other,other,FALSE,FALSE,no,full_bar,TRUE,FALSE,TRUE,FALSE,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1078
Ni's Express Chinese Restaurant,6064 Broadview Rd,41.3988434,-81.6896375,1,3,other,Chinese,other,TRUE,TRUE,no,none,FALSE,FALSE,FALSE,FALSE,12:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24
Great Taste Chinese Restaurant,1803 E 12th St,41.501901,-81.6845327,1,2.5,other,Chinese,other,TRUE,TRUE,free,none,FALSE,FALSE,FALSE,FALSE,12:0-23:0,,11:0-22:30,11:0-22:30,11:0-22:30,11:0-23:0,12:0-23:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,69
Kristy's,434 E 200th St,41.5939758,-81.5405043,,4,other,other,other,TRUE,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,12
Joe De's Favorite Pizza & Restaurant,3329 Fulton Rd,41.4635148,-81.7093534,,3.5,other,other,other,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,11
Szechuan Cafe,"2999 Payne Ave, Ste 145",41.5085099,-81.669681,2,4,other,Chinese,other,TRUE,FALSE,free,none,FALSE,FALSE,TRUE,FALSE,11:0-0:0,11:0-22:0,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,45
Minh-Anh Vietnamese Restaurant,5428 Detroit Ave,41.4856126,-81.7248886,2,4,other,Vietnamese,other,TRUE,FALSE,no,beer_and_wine,FALSE,FALSE,TRUE,FALSE,12:0-20:30,,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,12:0-22:30,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,223
Eat At Joe's,1475 S Green Rd,41.5194225,-81.5190079,1,4.5,other,other,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,7:30-14:0,6:30-14:30,6:30-14:30,6:30-14:30,6:30-14:30,6:30-14:30,6:30-14:30,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,103
Dunkin',16204 Lorain Ave,41.451315,-81.811928,1,3,other,other,other,,,,,,FALSE,TRUE,FALSE,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,,,,,,,,,,,,,,17
Joe Maxx Coffee,2207 Chester Ave,41.5040613,-81.674554,1,4.5,Delis,other,other,TRUE,FALSE,free,none,FALSE,FALSE,FALSE,FALSE,8:0-12:0,8:0-17:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-19:0,8:0-15:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18
Cafe Echelon,3262 W105th St,41.4637386,-81.7589688,,2.5,other,other,other,,,,,,,,,10:30-20:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,,,,,,,,,,,,,,3
China Express,5720 Ridge Rd,41.4067881,-81.7348849,1,4,other,Chinese,other,TRUE,TRUE,no,none,FALSE,FALSE,TRUE,FALSE,12:0-20:30,,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:30,12:0-21:30,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17
Saigon Restaurant and Bar,2061 E 4th St,41.498806,-81.68987,2,4,other,Chinese,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,FALSE,FALSE,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,17:0-23:0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,220
Le Petit Triangle Café,1881 Fulton Rd,41.4831995,-81.7102123,2,4,Cafes,French,other,TRUE,FALSE,free,full_bar,TRUE,FALSE,FALSE,FALSE,10:0-16:0,,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,,TRUE,TRUE,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,394
McNultys Bier Markt,1948 W 25th St,41.4847068,-81.7042274,2,4,Bars,other,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,FALSE,FALSE,11:0-0:0,16:30-0:0,16:30-0:0,16:30-0:0,16:30-2:30,16:30-2:30,11:0-2:30,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,169
ABC the Tavern,11434 Uptown Ave,41.509333,-81.603917,1,3.5,Bars,other,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,FALSE,FALSE,16:0-2:30,11:30-2:30,11:30-2:30,11:30-2:30,11:30-2:30,11:30-2:30,11:30-2:30,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,73
Hoopples,1930 Columbus Rd,41.4872608,-81.7007293,1,3.5,Bars,other,other,FALSE,FALSE,no,full_bar,TRUE,FALSE,FALSE,FALSE,,14:0-2:30,14:0-2:30,14:0-2:30,14:0-2:30,11:0-2:30,11:0-2:30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55
Urban Farmer,1325 E 6th St,41.5036701,-81.691598,2,3.5,Steakhouses,other,other,TRUE,TRUE,free,full_bar,TRUE,FALSE,FALSE,TRUE,8:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-23:0,8:0-23:0,TRUE,TRUE,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,570
Sam Sylk's Chicken And Fish,3761 Lee Rd,41.456502,-81.56477386,1,2,other,other,other,TRUE,TRUE,no,none,FALSE,FALSE,FALSE,FALSE,10:0-21:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-0:0,10:0-0:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27
Sakura Japanese Cuisine,2533 E 55th St,41.489719,-81.6510732,,2.5,other,Japanese,other,TRUE,TRUE,,,FALSE,,,,12:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-22:0,10:0-22:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,5
Sophie's Choice Pierogi,4631 Turney Rd,41.4336655,-81.6179361,1,4.5,Delis,other,other,TRUE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11
Mr Hero,22812 Lake Shore Blvd,41.611857,-81.522213,,1,other,other,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
The Rice Shop,1400 W 25th St,41.4911176,-81.707536,,5,other,Asian Fusion,other,,,,,,FALSE,FALSE,TRUE,9:0-22:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,10:0-22:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3
Little Caesars,468 Richmond Rd,41.5520303,-81.4978304,1,2.5,other,other,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8
El Rinconcito Chapin,3330 Broadview Rd,41.441492,-81.7039041,2,4.5,other,Latin American,other,TRUE,FALSE,free,none,FALSE,FALSE,TRUE,FALSE,11:0-18:0,,11:0-19:30,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,45
Popeyes Louisiana Kitchen,12910 Buckeye Rd,41.4796043,-81.5923544,1,3,Fast Food,other,other,,FALSE,,,,,,,10:30-22:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5
Subway Restaurants,10614 Lorain Ave,41.465858,-81.761293,1,2.5,Fast Food,other,other,TRUE,FALSE,,none,FALSE,FALSE,FALSE,FALSE,9:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,8:0-22:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6
Woody's Bar & Grille,13932 Triskett Rd,41.4640388,-81.7894886,,3,Bars,other,other,,,,,,FALSE,TRUE,FALSE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8
Pope's Kitchen,"2800 Euclid Ave, Ste 150",41.502035,-81.6689323,,3.5,Event Planning & Services,other,other,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3
Beckham's B&M Bar-B-Que,3870 Lee Rd,41.453841,-81.565249,2,2,other,other,other,TRUE,TRUE,free,none,TRUE,FALSE,TRUE,FALSE,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-1:0,10:30-0:0,10:30-0:0,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,38
La Pizzeria,2188 Murray Hill Rd,41.5041108,-81.6007442,2,3.5,other,Italian,other,TRUE,TRUE,no,none,TRUE,FALSE,FALSE,FALSE,12:0-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-0:0,10:30-0:0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,52
Los Arcos Mexican Restaurant Bar and Grill,2175 S Green Rd,41.5006685,-81.5182475,2,3.5,Bars,Mexican,other,TRUE,FALSE,no,full_bar,FALSE,FALSE,FALSE,FALSE,12:0-21:0,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:30,12:0-22:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,58
China Jade,2190 Brookpark Rd,41.4198193,-81.6967548,2,4,other,Chinese,other,TRUE,FALSE,no,beer_and_wine,FALSE,FALSE,TRUE,FALSE,12:0-21:30,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-23:30,11:30-23:30,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47
Fanucces Campus Pizzeria & Pasta House,2032 Euclid Ave,41.5013864,-81.67599466,1,3.5,other,Italian,other,FALSE,FALSE,free,none,FALSE,FALSE,FALSE,FALSE,,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9
Cuisine Express At Valero,6177 Pearl Rd,41.3929824,-81.7581325,,4,other,other,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Flame Urban Chicken Grill,10330 Saint Clair Ave,41.537388,-81.616709,1,4,Fast Food,other,other,TRUE,TRUE,free,none,FALSE,FALSE,TRUE,FALSE,12:0-16:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13
Alley Cat Oyster Bar,1056 Old River Rd,41.49954511,-81.70696252,3,3.5,other,other,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,TRUE,TRUE,10:30-17:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-23:0,11:30-23:0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,363
Denny's,6850 Brookpark Rd,41.41908105,-81.73227839,1,1.5,Diners,other,other,TRUE,TRUE,free,none,FALSE,,TRUE,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,FALSE,48
800 Degrees Woodfired Kitchen,5300 Riverside Dr,41.4109535,-81.8336218,,4,other,other,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
International Food & Deli,5850 State Rd,41.403704,-81.710848,,4.5,Delis,other,other,,,,,,,,,9:0-18:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,,,,,,,,,,,,,,3
Yeleseyevsky Deli,5870 Mayfield Rd,41.519598,-81.4672055,2,4.5,Delis,other,other,TRUE,FALSE,no,beer_and_wine,FALSE,FALSE,FALSE,FALSE,10:0-17:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12
Steak ’n Shake,3294 Steelyard Dr,41.46437324,-81.68834254,1,1.5,Fast Food,other,other,TRUE,FALSE,free,none,FALSE,FALSE,TRUE,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62
Characters Sports Bar and Grill,6007 Brookpark Rd,41.4184452,-81.7269265,1,4,Bars,other,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,TRUE,FALSE,11:30-2:30,11:30-2:30,11:30-2:30,11:30-2:30,11:30-2:30,11:30-2:30,11:30-2:30,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30
Happy Dog,5801 Detroit Ave,41.4848615,-81.7264989,1,4,Bars,other,other,TRUE,FALSE,free,full_bar,FALSE,FALSE,TRUE,FALSE,11:0-0:30,16:0-0:30,16:0-0:30,16:0-0:30,11:0-0:30,11:0-2:30,11:0-2:30,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,652
Batuqui,12706 Larchmere Blvd,41.48745253,-81.59418831,3,4.5,Bars,Latin American,other,FALSE,TRUE,no,full_bar,TRUE,FALSE,FALSE,FALSE,15:0-21:0,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:30,17:0-22:30,FALSE,,FALSE,TRUE,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,148
Superior Restaurant,3000 Superior Ave E,41.5102843,-81.6703442,2,4.5,Delis,other,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,,5:30-15:0,5:30-15:0,5:30-15:0,5:30-15:0,5:30-15:0,5:30-14:0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,51
Nüjoy,11311 Euclid Ave,41.5087236,-81.6059985,,3,Bars,Chinese,other,,TRUE,free,full_bar,TRUE,TRUE,FALSE,FALSE,12:0-21:0,11:0-22:0,11:0-20:0,11:0-20:0,11:0-22:0,11:0-22:0,11:0-22:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,45
Papa Joe's Subs & Pasta,564 E 200th St,41.590635,-81.5404168,1,4,other,Italian,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23
Big Al's Diner,12600 Larchmere Blvd,41.48763293,-81.59549133,1,3,Diners,other,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,7:0-14:30,6:30-14:30,6:30-14:30,6:30-14:30,6:30-14:30,6:30-14:30,6:30-14:30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,130
Best Gyros,2245 Lee Rd,41.4984255,-81.5650903,1,4,Fast Food,Mediterranean,other,TRUE,TRUE,free,beer_and_wine,TRUE,FALSE,FALSE,FALSE,10:0-0:0,,10:0-0:0,10:0-0:0,10:0-0:0,10:0-4:0,10:0-4:0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,75
China Star,3283 W 117th,41.46294214,-81.76851511,2,2.5,other,Chinese,other,TRUE,TRUE,no,,FALSE,,,,,,,,,,,,,,,,,,,,,,,FALSE,10
5 Points Coffee & Tea,3600 W Park Rd,41.4552494,-81.809844,1,4.5,Bakeries,other,other,TRUE,FALSE,free,none,TRUE,FALSE,FALSE,FALSE,8:0-16:0,,6:30-18:0,6:30-18:0,6:30-18:0,6:30-18:0,7:30-16:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36
Empire Chinese Restaurant,4793 Turney Rd,41.4299916,-81.6152494,,2.5,other,Chinese,other,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3
Merwin's Wharf,1785 Merwin Ave,41.48945713,-81.70261258,2,3.5,other,other,other,TRUE,FALSE,no,full_bar,TRUE,FALSE,TRUE,FALSE,11:0-20:0,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,223
Little Caesars Pizza,13711 Lorain Ave,41.455198,-81.7866906,1,4,other,other,other,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5
